ID+AF8-NOTICE+AF8-CN,TED+AF8-NOTICE+AF8-URL,YEAR,ID+AF8-TYPE,DT+AF8-DISPATCH,XSD+AF8-VERSION,CANCELLED,CORRECTIONS,FUTURE+AF8-CAN+AF8-ID,FUTURE+AF8-CAN+AF8-ID+AF8-ESTIMATED,B+AF8-MULTIPLE+AF8-CAE,CAE+AF8-NAME,CAE+AF8-NATIONALID,CAE+AF8-ADDRESS,CAE+AF8-TOWN,CAE+AF8-POSTAL+AF8-CODE,ISO+AF8-COUNTRY+AF8-CODE,B+AF8-MULTIPLE+AF8-COUNTRY,ISO+AF8-COUNTRY+AF8-CODE+AF8-ALL,CAE+AF8-TYPE,EU+AF8-INST+AF8-CODE,MAIN+AF8-ACTIVITY,B+AF8-ON+AF8-BEHALF,B+AF8-INVOLVES+AF8-JOINT+AF8-PROCUREMENT,B+AF8-AWARDED+AF8-BY+AF8-CENTRAL+AF8-BODY,TYPE+AF8-OF+AF8-CONTRACT,TAL+AF8-LOCATION+AF8-NUTS,B+AF8-FRA+AF8-AGREEMENT,FRA+AF8-ESTIMATED,B+AF8-FRA+AF8-SINGLE+AF8-OPERATOR,FRA+AF8-NUMBER+AF8-OPERATORS,FRA+AF8-NUMBER+AF8-MAX+AF8-OPERATORS,B+AF8-DYN+AF8-PURCH+AF8-SYST,CPV,ID+AF8-LOT,ADDITIONAL+AF8-CPVS,B+AF8-GPA,LOTS+AF8-NUMBER,LOTS+AF8-SUBMISSION,B+AF8-VARIANTS,VALUE+AF8-EURO,VALUE+AF8-EURO+AF8-FIN+AF8-1,VALUE+AF8-EURO+AF8-FIN+AF8-2,B+AF8-OPTIONS,B+AF8-EU+AF8-FUNDS,B+AF8-RENEWALS,DURATION,CONTRACT+AF8-START,CONTRACT+AF8-COMPLETION,TOP+AF8-TYPE,B+AF8-ACCELERATED,ENV+AF8-OPERATORS,ENV+AF8-MIN+AF8-OPERATORS,ENV+AF8-MAX+AF8-OPERATORS,CRIT+AF8-CODE,CRIT+AF8-PRICE+AF8-WEIGHT,CRIT+AF8-CRITERIA,CRIT+AF8-WEIGHTS,B+AF8-ELECTRONIC+AF8-AUCTION,DT+AF8-APPLICATIONS,B+AF8-LANGUAGE+AF8-ANY+AF8-EC,ADMIN+AF8-LANGUAGES+AF8-TENDER,ADMIN+AF8-OTHER+AF8-LANGUAGES+AF8-TENDER,B+AF8-RECURRENT+AF8-PROCUREMENT
2020157,ted.europa.eu/udl?uri+AD0-TED:NOTICE:157+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020414309,0,N,Gerencia Sector Sanitario de Zaragoza 3,Q5000442C,Avenida San Juan Bosco+ADs- 15,Zaragoza,50009,ES,N,,3,,Health,N,N,N,U,ES243,N,,,,,N,33696000,4,33696000+AC0ALQAt-33100000,N,7,,N,6446281,6446281,6446281,N,N,N,60,,,OPE,,,,,M,,Adecuaci+//3//Q-n de espacios e instalaciones de equipamiento+AC0ALQAt-Adecuaci+//3//Q-n de espacios e instalaci+//3//Q-n de equipamiento+AC0ALQAt-Equipamiento t+//3//Q-cnico y material fungible+AC0ALQAt-Equipamiento t+//3//Q-cnico y material fungible+AC0ALQAt-Gastos sistema de informaci+//3//Q-n+AC0ALQAt-Gastos sistemas de informaci+//3//Q-n+AC0ALQAt-Mejoras+AC0ALQAt-Plan de formaci+//3//Q-n+AC0ALQAt-Plan de formaci+//3//Q-n+AC0ALQAt-Precio+AC0ALQAt-Precio+AC0ALQAt-Proceso de mantenimiento preventivo y correctivo+AC0ALQAt-Procesos de mantenimiento preventivo y correctivo+AC0ALQAt-Programa control externo+AC0ALQAt-Programa de control externo+AC0ALQAt-Sistema de informaci+//3//Q-n+AC0ALQAt-Sistemas de informaci+//3//Q-n+AC0ALQAt-Sustituci+//3//Q-n de equipos+AC0ALQAt-Sustituci+//3//Q-n de equipos,5+AC0ALQAt-5+AC0ALQAt-30+AC0ALQAt-30+AC0ALQAt-6+AC0ALQAt-8+AC0ALQAt-6+AC0ALQAt-3+AC0ALQAt-3+AC0ALQAt-28+AC0ALQAt-28+AC0ALQAt-5+AC0ALQAt-5+AC0ALQAt-8+AC0ALQAt-6+AC0ALQAt-6+AC0ALQAt-6+AC0ALQAt-5+AC0ALQAt-7,N,07/02/20,,ES,,N
2020157,ted.europa.eu/udl?uri+AD0-TED:NOTICE:157+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020414309,0,N,Gerencia Sector Sanitario de Zaragoza 3,Q5000442C,Avenida San Juan Bosco+ADs- 15,Zaragoza,50009,ES,N,,3,,Health,N,N,N,U,ES243,N,,,,,N,33696000,5,33696000+AC0ALQAt-33100000,N,7,,N,6446281,6446281,6446281,N,N,N,60,,,OPE,,,,,M,,Adecuaci+//3//Q-n de espacios e instalaciones de equipamiento+AC0ALQAt-Adecuaci+//3//Q-n de espacios e instalaci+//3//Q-n de equipamiento+AC0ALQAt-Equipamiento t+//3//Q-cnico y material fungible+AC0ALQAt-Equipamiento t+//3//Q-cnico y material fungible+AC0ALQAt-Gastos sistema de informaci+//3//Q-n+AC0ALQAt-Gastos sistemas de informaci+//3//Q-n+AC0ALQAt-Mejoras+AC0ALQAt-Plan de formaci+//3//Q-n+AC0ALQAt-Plan de formaci+//3//Q-n+AC0ALQAt-Precio+AC0ALQAt-Precio+AC0ALQAt-Proceso de mantenimiento preventivo y correctivo+AC0ALQAt-Procesos de mantenimiento preventivo y correctivo+AC0ALQAt-Programa control externo+AC0ALQAt-Programa de control externo+AC0ALQAt-Sistema de informaci+//3//Q-n+AC0ALQAt-Sistemas de informaci+//3//Q-n+AC0ALQAt-Sustitucion de equipos+AC0ALQAt-Sustituci+//3//Q-n de equipos,5+AC0ALQAt-5+AC0ALQAt-30+AC0ALQAt-30+AC0ALQAt-6+AC0ALQAt-8+AC0ALQAt-6+AC0ALQAt-3+AC0ALQAt-3+AC0ALQAt-28+AC0ALQAt-28+AC0ALQAt-5+AC0ALQAt-5+AC0ALQAt-8+AC0ALQAt-6+AC0ALQAt-6+AC0ALQAt-6+AC0ALQAt-7+AC0ALQAt-5,N,07/02/20,,ES,,N
2020157,ted.europa.eu/udl?uri+AD0-TED:NOTICE:157+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020414309,0,N,Gerencia Sector Sanitario de Zaragoza 3,Q5000442C,Avenida San Juan Bosco+ADs- 15,Zaragoza,50009,ES,N,,3,,Health,N,N,N,U,ES243,N,,,,,N,33696000,6,33696000+AC0ALQAt-33100000,N,7,,N,6446281,6446281,6446281,N,N,N,60,,,OPE,,,,,M,,Adecuaci+//3//Q-n de espacios e instalaciones de equipamiento+AC0ALQAt-Adecuaci+//3//Q-n de espacios e instalaci+//3//Q-n de equipamiento+AC0ALQAt-Equipamiento t+//3//Q-cnico y material fungible+AC0ALQAt-Equipamiento t+//3//Q-cnico y material fungible+AC0ALQAt-Gastos sistema de informaci+//3//Q-n+AC0ALQAt-Gastos sistemas de informaci+//3//Q-n+AC0ALQAt-Mejoras+AC0ALQAt-Plan de formaci+//3//Q-n+AC0ALQAt-Plan de formaci+//3//Q-n+AC0ALQAt-Precio+AC0ALQAt-Precio+AC0ALQAt-Proceso de mantenimiento preventivo y correctivo+AC0ALQAt-Procesos de mantenimiento preventivo y correctivo+AC0ALQAt-Programa control externo+AC0ALQAt-Programa de control externo+AC0ALQAt-Sistema de informaci+//3//Q-n+AC0ALQAt-Sistemas de informaci+//3//Q-n+AC0ALQAt-Sustituci+//3//Q-n de equipos+AC0ALQAt-Sustituci+//3//Q-n de equipos,5+AC0ALQAt-5+AC0ALQAt-30+AC0ALQAt-30+AC0ALQAt-6+AC0ALQAt-8+AC0ALQAt-6+AC0ALQAt-3+AC0ALQAt-3+AC0ALQAt-28+AC0ALQAt-28+AC0ALQAt-5+AC0ALQAt-5+AC0ALQAt-8+AC0ALQAt-6+AC0ALQAt-6+AC0ALQAt-6+AC0ALQAt-5+AC0ALQAt-7,N,07/02/20,,ES,,N
2020157,ted.europa.eu/udl?uri+AD0-TED:NOTICE:157+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020414309,0,N,Gerencia Sector Sanitario de Zaragoza 3,Q5000442C,Avenida San Juan Bosco+ADs- 15,Zaragoza,50009,ES,N,,3,,Health,N,N,N,U,ES243,N,,,,,N,33696000,7,33696000+AC0ALQAt-33100000,N,7,,N,6446281,6446281,6446281,N,N,N,60,,,OPE,,,,,M,,Adecuaci+//3//Q-n de espacios e instalaciones de equipamiento+AC0ALQAt-Adecuaci+//3//Q-n de espacios e instalaci+//3//Q-n de equipamiento+AC0ALQAt-Equipamiento t+//3//Q-cnico y material fungible+AC0ALQAt-Equipamiento t+//3//Q-cnico y material fungible+AC0ALQAt-Gastos sistema de informaci+//3//Q-n+AC0ALQAt-Gastos sistema informaci+//3//Q-n+AC0ALQAt-Mejoras+AC0ALQAt-Plan de formaci+//3//Q-n+AC0ALQAt-Plan de formaci+//3//Q-n+AC0ALQAt-Precio+AC0ALQAt-Precio+AC0ALQAt-Proceso de mantenimiento preventivo y correctivo+AC0ALQAt-Procesos de mantenimiento preventivo y correctivo+AC0ALQAt-Programa control externo+AC0ALQAt-Programa de control externo+AC0ALQAt-Sistema de informaci+//3//Q-n+AC0ALQAt-Sistemas de informaci+//3//Q-n+AC0ALQAt-Sustituci+//3//Q-n de equipos+AC0ALQAt-Sustituci+//3//Q-n de equipos,5+AC0ALQAt-5+AC0ALQAt-30+AC0ALQAt-30+AC0ALQAt-6+AC0ALQAt-8+AC0ALQAt-6+AC0ALQAt-3+AC0ALQAt-3+AC0ALQAt-28+AC0ALQAt-28+AC0ALQAt-5+AC0ALQAt-5+AC0ALQAt-8+AC0ALQAt-6+AC0ALQAt-6+AC0ALQAt-6+AC0ALQAt-5+AC0ALQAt-7,N,07/02/20,,ES,,N
2020158,ted.europa.eu/udl?uri+AD0-TED:NOTICE:158+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,0,2020144259,0,N,Lule+//3//Q- kommun,212000+AC0-2742,,Lule+//3//Q-,971 85,SE,N,,3,,General public+AFw-services,N,N,N,U,SE332,N,,,,,N,90510000,,90510000,Y,1,,N,190752.33,190752.33,190752.33,N,N,Y,37.01,01/03/20,31/03/23,OPE,,,,,L,,,,N,31/01/20,,SV,,N
2020159,ted.europa.eu/udl?uri+AD0-TED:NOTICE:159+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020256625,0,N,Szko+//3//Q-a G+//3//f/9//0-wna Gospodarstwa Wiejskiego w Warszawie,,ul. Nowoursynowska 166,Warszawa,02+AC0-787,PL,N,,8,,Education,N,N,N,U,PL911,N,,,,,N,38410000,1,42931100,Y,23,,N,,,,N,Y,N,1.97,,,OPE,,,,,M,60,Termin realizacji zam+//3//Q-wienia,40,N,07/02/20,,PL,,N
2020159,ted.europa.eu/udl?uri+AD0-TED:NOTICE:159+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020332086,0,N,Szko+//3//Q-a G+//3//f/9//0-wna Gospodarstwa Wiejskiego w Warszawie,,ul. Nowoursynowska 166,Warszawa,02+AC0-787,PL,N,,8,,Education,N,N,N,U,PL911,N,,,,,N,38410000,1,42931100,Y,23,,N,,,,N,Y,N,1.97,,,OPE,,,,,M,60,Termin realizacji zam+//3//Q-wienia,40,N,07/02/20,,PL,,N
2020159,ted.europa.eu/udl?uri+AD0-TED:NOTICE:159+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020301456,0,N,Szko+//3//Q-a G+//3//f/9//0-wna Gospodarstwa Wiejskiego w Warszawie,,ul. Nowoursynowska 166,Warszawa,02+AC0-787,PL,N,,8,,Education,N,N,N,U,PL911,N,,,,,N,38410000,1,42931100,Y,23,,N,,,,N,Y,N,1.97,,,OPE,,,,,M,60,Termin realizacji zam+//3//Q-wienia,40,N,07/02/20,,PL,,N
2020159,ted.europa.eu/udl?uri+AD0-TED:NOTICE:159+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020256625,0,N,Szko+//3//Q-a G+//3//f/9//0-wna Gospodarstwa Wiejskiego w Warszawie,,ul. Nowoursynowska 166,Warszawa,02+AC0-787,PL,N,,8,,Education,N,N,N,U,PL911,N,,,,,N,38410000,10,38410000,Y,23,,N,,,,N,Y,N,1.97,,,OPE,,,,,M,60,Termin realizacji zam+//3//Q-wienia,40,N,07/02/20,,PL,,N
2020159,ted.europa.eu/udl?uri+AD0-TED:NOTICE:159+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020301456,0,N,Szko+//3//Q-a G+//3//f/9//0-wna Gospodarstwa Wiejskiego w Warszawie,,ul. Nowoursynowska 166,Warszawa,02+AC0-787,PL,N,,8,,Education,N,N,N,U,PL911,N,,,,,N,38410000,10,38410000,Y,23,,N,,,,N,Y,N,1.97,,,OPE,,,,,M,60,Termin realizacji zam+//3//Q-wienia,40,N,07/02/20,,PL,,N
2020159,ted.europa.eu/udl?uri+AD0-TED:NOTICE:159+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020332086,0,N,Szko+//3//Q-a G+//3//f/9//0-wna Gospodarstwa Wiejskiego w Warszawie,,ul. Nowoursynowska 166,Warszawa,02+AC0-787,PL,N,,8,,Education,N,N,N,U,PL911,N,,,,,N,38410000,10,38410000,Y,23,,N,,,,N,Y,N,1.97,,,OPE,,,,,M,60,Termin realizacji zam+//3//Q-wienia,40,N,07/02/20,,PL,,N
2020159,ted.europa.eu/udl?uri+AD0-TED:NOTICE:159+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020301456,0,N,Szko+//3//Q-a G+//3//f/9//0-wna Gospodarstwa Wiejskiego w Warszawie,,ul. Nowoursynowska 166,Warszawa,02+AC0-787,PL,N,,8,,Education,N,N,N,U,PL911,N,,,,,N,38410000,11,42921300,Y,23,,N,,,,N,Y,N,1.97,,,OPE,,,,,M,60,Termin realizacji zam+//3//Q-wienia,40,N,07/02/20,,PL,,N
2020159,ted.europa.eu/udl?uri+AD0-TED:NOTICE:159+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020332086,0,N,Szko+//3//Q-a G+//3//f/9//0-wna Gospodarstwa Wiejskiego w Warszawie,,ul. Nowoursynowska 166,Warszawa,02+AC0-787,PL,N,,8,,Education,N,N,N,U,PL911,N,,,,,N,38410000,11,42921300,Y,23,,N,,,,N,Y,N,1.97,,,OPE,,,,,M,60,Termin realizacji zam+//3//Q-wienia,40,N,07/02/20,,PL,,N
2020159,ted.europa.eu/udl?uri+AD0-TED:NOTICE:159+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020256625,0,N,Szko+//3//Q-a G+//3//f/9//0-wna Gospodarstwa Wiejskiego w Warszawie,,ul. Nowoursynowska 166,Warszawa,02+AC0-787,PL,N,,8,,Education,N,N,N,U,PL911,N,,,,,N,38410000,11,42921300,Y,23,,N,,,,N,Y,N,1.97,,,OPE,,,,,M,60,Termin realizacji zam+//3//Q-wienia,40,N,07/02/20,,PL,,N
2020159,ted.europa.eu/udl?uri+AD0-TED:NOTICE:159+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020332086,0,N,Szko+//3//Q-a G+//3//f/9//0-wna Gospodarstwa Wiejskiego w Warszawie,,ul. Nowoursynowska 166,Warszawa,02+AC0-787,PL,N,,8,,Education,N,N,N,U,PL911,N,,,,,N,38410000,12,38430000,Y,23,,N,,,,N,Y,N,1.97,,,OPE,,,,,M,60,Termin realizacji zam+//3//Q-wienia,40,N,07/02/20,,PL,,N
2020159,ted.europa.eu/udl?uri+AD0-TED:NOTICE:159+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020256625,0,N,Szko+//3//Q-a G+//3//f/9//0-wna Gospodarstwa Wiejskiego w Warszawie,,ul. Nowoursynowska 166,Warszawa,02+AC0-787,PL,N,,8,,Education,N,N,N,U,PL911,N,,,,,N,38410000,12,38430000,Y,23,,N,,,,N,Y,N,1.97,,,OPE,,,,,M,60,Termin realizacji zam+//3//Q-wienia,40,N,07/02/20,,PL,,N
2020159,ted.europa.eu/udl?uri+AD0-TED:NOTICE:159+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020301456,0,N,Szko+//3//Q-a G+//3//f/9//0-wna Gospodarstwa Wiejskiego w Warszawie,,ul. Nowoursynowska 166,Warszawa,02+AC0-787,PL,N,,8,,Education,N,N,N,U,PL911,N,,,,,N,38410000,12,38430000,Y,23,,N,,,,N,Y,N,1.97,,,OPE,,,,,M,60,Termin realizacji zam+//3//Q-wienia,40,N,07/02/20,,PL,,N
2020159,ted.europa.eu/udl?uri+AD0-TED:NOTICE:159+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020332086,0,N,Szko+//3//Q-a G+//3//f/9//0-wna Gospodarstwa Wiejskiego w Warszawie,,ul. Nowoursynowska 166,Warszawa,02+AC0-787,PL,N,,8,,Education,N,N,N,U,PL911,N,,,,,N,38410000,13,38410000,Y,23,,N,,,,N,Y,N,1.97,,,OPE,,,,,M,60,Termin realizacji zam+//3//Q-wienia,40,N,07/02/20,,PL,,N
2020159,ted.europa.eu/udl?uri+AD0-TED:NOTICE:159+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020301456,0,N,Szko+//3//Q-a G+//3//f/9//0-wna Gospodarstwa Wiejskiego w Warszawie,,ul. Nowoursynowska 166,Warszawa,02+AC0-787,PL,N,,8,,Education,N,N,N,U,PL911,N,,,,,N,38410000,13,38410000,Y,23,,N,,,,N,Y,N,1.97,,,OPE,,,,,M,60,Termin realizacji zam+//3//Q-wienia,40,N,07/02/20,,PL,,N
2020159,ted.europa.eu/udl?uri+AD0-TED:NOTICE:159+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020256625,0,N,Szko+//3//Q-a G+//3//f/9//0-wna Gospodarstwa Wiejskiego w Warszawie,,ul. Nowoursynowska 166,Warszawa,02+AC0-787,PL,N,,8,,Education,N,N,N,U,PL911,N,,,,,N,38410000,13,38410000,Y,23,,N,,,,N,Y,N,1.97,,,OPE,,,,,M,60,Termin realizacji zam+//3//Q-wienia,40,N,07/02/20,,PL,,N
2020159,ted.europa.eu/udl?uri+AD0-TED:NOTICE:159+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020301456,0,N,Szko+//3//Q-a G+//3//f/9//0-wna Gospodarstwa Wiejskiego w Warszawie,,ul. Nowoursynowska 166,Warszawa,02+AC0-787,PL,N,,8,,Education,N,N,N,U,PL911,N,,,,,N,38410000,14,38410000,Y,23,,N,,,,N,Y,N,1.97,,,OPE,,,,,M,60,Termin realizacji zam+//3//Q-wienia,40,N,07/02/20,,PL,,N
2020159,ted.europa.eu/udl?uri+AD0-TED:NOTICE:159+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020332086,0,N,Szko+//3//Q-a G+//3//f/9//0-wna Gospodarstwa Wiejskiego w Warszawie,,ul. Nowoursynowska 166,Warszawa,02+AC0-787,PL,N,,8,,Education,N,N,N,U,PL911,N,,,,,N,38410000,14,38410000,Y,23,,N,,,,N,Y,N,1.97,,,OPE,,,,,M,60,Termin realizacji zam+//3//Q-wienia,40,N,07/02/20,,PL,,N
2020159,ted.europa.eu/udl?uri+AD0-TED:NOTICE:159+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020256625,0,N,Szko+//3//Q-a G+//3//f/9//0-wna Gospodarstwa Wiejskiego w Warszawie,,ul. Nowoursynowska 166,Warszawa,02+AC0-787,PL,N,,8,,Education,N,N,N,U,PL911,N,,,,,N,38410000,14,38410000,Y,23,,N,,,,N,Y,N,1.97,,,OPE,,,,,M,60,Termin realizacji zam+//3//Q-wienia,40,N,07/02/20,,PL,,N
2020159,ted.europa.eu/udl?uri+AD0-TED:NOTICE:159+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020332086,0,N,Szko+//3//Q-a G+//3//f/9//0-wna Gospodarstwa Wiejskiego w Warszawie,,ul. Nowoursynowska 166,Warszawa,02+AC0-787,PL,N,,8,,Education,N,N,N,U,PL911,N,,,,,N,38410000,15,42214000+AC0ALQAt-38433000+AC0ALQAt-42931100+AC0ALQAt-42940000,Y,23,,N,,,,N,Y,N,1.97,,,OPE,,,,,M,60,Termin realizacji zam+//3//Q-wienia,40,N,07/02/20,,PL,,N
2020159,ted.europa.eu/udl?uri+AD0-TED:NOTICE:159+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020301456,0,N,Szko+//3//Q-a G+//3//f/9//0-wna Gospodarstwa Wiejskiego w Warszawie,,ul. Nowoursynowska 166,Warszawa,02+AC0-787,PL,N,,8,,Education,N,N,N,U,PL911,N,,,,,N,38410000,15,42214000+AC0ALQAt-38433000+AC0ALQAt-42931100+AC0ALQAt-42940000,Y,23,,N,,,,N,Y,N,1.97,,,OPE,,,,,M,60,Termin realizacji zam+//3//Q-wienia,40,N,07/02/20,,PL,,N
2020159,ted.europa.eu/udl?uri+AD0-TED:NOTICE:159+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020256625,0,N,Szko+//3//Q-a G+//3//f/9//0-wna Gospodarstwa Wiejskiego w Warszawie,,ul. Nowoursynowska 166,Warszawa,02+AC0-787,PL,N,,8,,Education,N,N,N,U,PL911,N,,,,,N,38410000,15,42214000+AC0ALQAt-38433000+AC0ALQAt-42931100+AC0ALQAt-42940000,Y,23,,N,,,,N,Y,N,1.97,,,OPE,,,,,M,60,Termin realizacji zam+//3//Q-wienia,40,N,07/02/20,,PL,,N
2020159,ted.europa.eu/udl?uri+AD0-TED:NOTICE:159+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020256625,0,N,Szko+//3//Q-a G+//3//f/9//0-wna Gospodarstwa Wiejskiego w Warszawie,,ul. Nowoursynowska 166,Warszawa,02+AC0-787,PL,N,,8,,Education,N,N,N,U,PL911,N,,,,,N,38410000,16,42910000+AC0ALQAt-38416000+AC0ALQAt-38310000,Y,23,,N,,,,N,Y,N,1.97,,,OPE,,,,,M,60,Termin realizacji zam+//3//Q-wienia,40,N,07/02/20,,PL,,N
2020159,ted.europa.eu/udl?uri+AD0-TED:NOTICE:159+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020332086,0,N,Szko+//3//Q-a G+//3//f/9//0-wna Gospodarstwa Wiejskiego w Warszawie,,ul. Nowoursynowska 166,Warszawa,02+AC0-787,PL,N,,8,,Education,N,N,N,U,PL911,N,,,,,N,38410000,16,42910000+AC0ALQAt-38416000+AC0ALQAt-38310000,Y,23,,N,,,,N,Y,N,1.97,,,OPE,,,,,M,60,Termin realizacji zam+//3//Q-wienia,40,N,07/02/20,,PL,,N
2020159,ted.europa.eu/udl?uri+AD0-TED:NOTICE:159+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020301456,0,N,Szko+//3//Q-a G+//3//f/9//0-wna Gospodarstwa Wiejskiego w Warszawie,,ul. Nowoursynowska 166,Warszawa,02+AC0-787,PL,N,,8,,Education,N,N,N,U,PL911,N,,,,,N,38410000,16,42910000+AC0ALQAt-38416000+AC0ALQAt-38310000,Y,23,,N,,,,N,Y,N,1.97,,,OPE,,,,,M,60,Termin realizacji zam+//3//Q-wienia,40,N,07/02/20,,PL,,N
2020159,ted.europa.eu/udl?uri+AD0-TED:NOTICE:159+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020332086,0,N,Szko+//3//Q-a G+//3//f/9//0-wna Gospodarstwa Wiejskiego w Warszawie,,ul. Nowoursynowska 166,Warszawa,02+AC0-787,PL,N,,8,,Education,N,N,N,U,PL911,N,,,,,N,38410000,17,38540000,Y,23,,N,,,,N,Y,N,1.97,,,OPE,,,,,M,60,Termin realizacji zam+//3//Q-wienia,40,N,07/02/20,,PL,,N
2020159,ted.europa.eu/udl?uri+AD0-TED:NOTICE:159+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020301456,0,N,Szko+//3//Q-a G+//3//f/9//0-wna Gospodarstwa Wiejskiego w Warszawie,,ul. Nowoursynowska 166,Warszawa,02+AC0-787,PL,N,,8,,Education,N,N,N,U,PL911,N,,,,,N,38410000,17,38540000,Y,23,,N,,,,N,Y,N,1.97,,,OPE,,,,,M,60,Termin realizacji zam+//3//Q-wienia,40,N,07/02/20,,PL,,N
2020159,ted.europa.eu/udl?uri+AD0-TED:NOTICE:159+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020256625,0,N,Szko+//3//Q-a G+//3//f/9//0-wna Gospodarstwa Wiejskiego w Warszawie,,ul. Nowoursynowska 166,Warszawa,02+AC0-787,PL,N,,8,,Education,N,N,N,U,PL911,N,,,,,N,38410000,17,38540000,Y,23,,N,,,,N,Y,N,1.97,,,OPE,,,,,M,60,Termin realizacji zam+//3//Q-wienia,40,N,07/02/20,,PL,,N
2020159,ted.europa.eu/udl?uri+AD0-TED:NOTICE:159+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020301456,0,N,Szko+//3//Q-a G+//3//f/9//0-wna Gospodarstwa Wiejskiego w Warszawie,,ul. Nowoursynowska 166,Warszawa,02+AC0-787,PL,N,,8,,Education,N,N,N,U,PL911,N,,,,,N,38410000,18,38900000+AC0ALQAt-38436000+AC0ALQAt-42943000+AC0ALQAt-38000000,Y,23,,N,,,,N,Y,N,1.97,,,OPE,,,,,M,60,Termin realizacji zam+//3//Q-wienia,40,N,07/02/20,,PL,,N
2020159,ted.europa.eu/udl?uri+AD0-TED:NOTICE:159+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020256625,0,N,Szko+//3//Q-a G+//3//f/9//0-wna Gospodarstwa Wiejskiego w Warszawie,,ul. Nowoursynowska 166,Warszawa,02+AC0-787,PL,N,,8,,Education,N,N,N,U,PL911,N,,,,,N,38410000,18,38900000+AC0ALQAt-38436000+AC0ALQAt-42943000+AC0ALQAt-38000000,Y,23,,N,,,,N,Y,N,1.97,,,OPE,,,,,M,60,Termin realizacji zam+//3//Q-wienia,40,N,07/02/20,,PL,,N
2020159,ted.europa.eu/udl?uri+AD0-TED:NOTICE:159+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,1,2020332086,0,N,Szko+//3//Q-a G+//3//f/9//0-wna Gospodarstwa Wiejskiego w Warszawie,,ul. Nowoursynowska 166,Warszawa,02+AC0-787,PL,N,,8,,Education,N,N,N,U,PL911,N,,,,,N,38410000,18,38900000+AC0ALQAt-38436000+AC0ALQAt-42943000+AC0ALQAt-38000000,Y,23,,N,,,,N,Y,N,1.97,,,OPE,,,,,M,60,Termin realizacji zam+//3//Q-wienia,40,N,07/02/20,,PL,,N
