ID+AF8-NOTICE+AF8-CN,TED+AF8-NOTICE+AF8-URL,YEAR,ID+AF8-TYPE,DT+AF8-DISPATCH,XSD+AF8-VERSION,CANCELLED,CORRECTIONS,FUTURE+AF8-CAN+AF8-ID,FUTURE+AF8-CAN+AF8-ID+AF8-ESTIMATED,B+AF8-MULTIPLE+AF8-CAE,CAE+AF8-NAME,CAE+AF8-NATIONALID,CAE+AF8-ADDRESS,CAE+AF8-TOWN,CAE+AF8-POSTAL+AF8-CODE,ISO+AF8-COUNTRY+AF8-CODE,B+AF8-MULTIPLE+AF8-COUNTRY,ISO+AF8-COUNTRY+AF8-CODE+AF8-ALL,CAE+AF8-TYPE,EU+AF8-INST+AF8-CODE,MAIN+AF8-ACTIVITY,B+AF8-ON+AF8-BEHALF,B+AF8-INVOLVES+AF8-JOINT+AF8-PROCUREMENT,B+AF8-AWARDED+AF8-BY+AF8-CENTRAL+AF8-BODY,TYPE+AF8-OF+AF8-CONTRACT,TAL+AF8-LOCATION+AF8-NUTS,B+AF8-FRA+AF8-AGREEMENT,FRA+AF8-ESTIMATED,B+AF8-FRA+AF8-SINGLE+AF8-OPERATOR,FRA+AF8-NUMBER+AF8-OPERATORS,FRA+AF8-NUMBER+AF8-MAX+AF8-OPERATORS,B+AF8-DYN+AF8-PURCH+AF8-SYST,CPV,ID+AF8-LOT,ADDITIONAL+AF8-CPVS,B+AF8-GPA,LOTS+AF8-NUMBER,LOTS+AF8-SUBMISSION,B+AF8-VARIANTS,VALUE+AF8-EURO,VALUE+AF8-EURO+AF8-FIN+AF8-1,VALUE+AF8-EURO+AF8-FIN+AF8-2,B+AF8-OPTIONS,B+AF8-EU+AF8-FUNDS,B+AF8-RENEWALS,DURATION,CONTRACT+AF8-START,CONTRACT+AF8-COMPLETION,TOP+AF8-TYPE,B+AF8-ACCELERATED,ENV+AF8-OPERATORS,ENV+AF8-MIN+AF8-OPERATORS,ENV+AF8-MAX+AF8-OPERATORS,CRIT+AF8-CODE,CRIT+AF8-PRICE+AF8-WEIGHT,CRIT+AF8-CRITERIA,CRIT+AF8-WEIGHTS,B+AF8-ELECTRONIC+AF8-AUCTION,DT+AF8-APPLICATIONS,B+AF8-LANGUAGE+AF8-ANY+AF8-EC,ADMIN+AF8-LANGUAGES+AF8-TENDER,ADMIN+AF8-OTHER+AF8-LANGUAGES+AF8-TENDER,B+AF8-RECURRENT+AF8-PROCUREMENT
2020140,ted.europa.eu/udl?uri+AD0-TED:NOTICE:140+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,0,2020351502,0,Y,Region Hovedstaden+AC0ALQAt-Region Hovedstaden+AC0ALQAt-Region Midtjylland+AC0ALQAt-Region Nordjylland+AC0ALQAt-Region Sj+//3//Q-lland,29190623,Kongens V+//3//Q-nge 2+AC0ALQAt-Kongens V+//3//Q-nge 2,Hiller+//3//Q-d+AC0ALQAt-Hiller+//3//Q-d+AC0ALQAt-Viborg+AC0ALQAt-Aalborg +//3//QAtAC0ALQ-Sor+//3//Q-,3400+AC0ALQAt-3400,DK,N,,3,,Health,Y,Y,N,U,DK05,N,K,,,,N,33192120,4,33192310,Y,4,,N,,,,Y,N,Y,36,,,OPE,,,,,,,,,N,28/02/20,,DA,,Y
2020141,ted.europa.eu/udl?uri+AD0-TED:NOTICE:141+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,0,2020425428,0,N,Valstyb+//3//Q-s +//3//Q-mon+//3//Q- Valstybini+//3//Q- mi+//3//Q-k+//3//Q- ur+//3//Q-dija,132340880,Pramon+//3//Q-s pr. 11A,Kaunas,LT+AC0-51327,LT,N,,6,,Other,N,N,N,U,LT,N,,,,,N,16600000,1,16820000+AC0ALQAt-50530000,Y,3,,N,,,,N,N,N,71,,,OPE,,,,,L,,,,N,06/02/20,,LT,,N
2020141,ted.europa.eu/udl?uri+AD0-TED:NOTICE:141+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,0,2020425428,0,N,Valstyb+//3//Q-s +//3//Q-mon+//3//Q- Valstybini+//3//Q- mi+//3//Q-k+//3//Q- ur+//3//Q-dija,132340880,Pramon+//3//Q-s pr. 11A,Kaunas,LT+AC0-51327,LT,N,,6,,Other,N,N,N,U,LT,N,,,,,N,16600000,2,16820000+AC0ALQAt-50530000,Y,3,,N,,,,N,N,N,71,,,OPE,,,,,L,,,,N,06/02/20,,LT,,N
2020141,ted.europa.eu/udl?uri+AD0-TED:NOTICE:141+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,0,2020425428,0,N,Valstyb+//3//Q-s +//3//Q-mon+//3//Q- Valstybini+//3//Q- mi+//3//Q-k+//3//Q- ur+//3//Q-dija,132340880,Pramon+//3//Q-s pr. 11A,Kaunas,LT+AC0-51327,LT,N,,6,,Other,N,N,N,U,LT,N,,,,,N,16600000,3,16820000+AC0ALQAt-50530000,Y,3,,N,,,,N,N,N,71,,,OPE,,,,,L,,,,N,06/02/20,,LT,,N
2020142,ted.europa.eu/udl?uri+AD0-TED:NOTICE:142+AC0-2020:TEXT:EN:HTML,2020,2,29/12/19,R209.S3,0,0,2020195815,0,N,Zeleno i modro d.o.o.,44813350399,Bra+//3//Q-e Radi+//3//Q- 1,Ka+//3//Q-tel Su+//3//Q-urac,21212,HR,N,,6,,Housing and community amenities,N,N,N,U,HR035,Y,,Y,,,N,9130000,,9130000,N,1,,N,504085.75,504085.75,504085.75,N,N,N,48,,,OPE,,,,,M,90 bodova,Broj benzinskih postaja na podru+//3//Q-ju Grada Ka+//3//Q-tela,10 bodova,N,30/01/20,,HR,,N
2020143,ted.europa.eu/udl?uri+AD0-TED:NOTICE:143+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,2,2020278936,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33141115,1,33141115,Y,3,,N,96390.1,96390.1,96390.1,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020143,ted.europa.eu/udl?uri+AD0-TED:NOTICE:143+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,2,2020288907,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33141115,1,33141115,Y,3,,N,96390.1,96390.1,96390.1,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020143,ted.europa.eu/udl?uri+AD0-TED:NOTICE:143+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,2,2020288907,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33141115,2,33141115,Y,3,,N,96390.1,96390.1,96390.1,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020143,ted.europa.eu/udl?uri+AD0-TED:NOTICE:143+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,2,2020278936,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33141115,2,33141115,Y,3,,N,96390.1,96390.1,96390.1,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020143,ted.europa.eu/udl?uri+AD0-TED:NOTICE:143+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,2,2020278936,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33141115,3,33141115,Y,3,,N,96390.1,96390.1,96390.1,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020143,ted.europa.eu/udl?uri+AD0-TED:NOTICE:143+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,2,2020288907,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33141115,3,33141115,Y,3,,N,96390.1,96390.1,96390.1,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020144,ted.europa.eu/udl?uri+AD0-TED:NOTICE:144+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,0,2020229098,0,N,Institut klinick+//3//Q- a experiment+//3//Q-ln+//3//Q- medic+//3//Q-ny,23001,V+//3//Q-de+//3//Q-sk+//3//Q- 1958/9,Praha,140 00,CZ,N,,N,,Health,N,N,N,U,CZ010,N,,,,,N,33652300,,33652300,Y,1,,N,498053.3,498053.3,498053.3,N,N,N,48,,,OPE,,,,,L,,,,N,04/02/20,,CS,,N
2020145,ted.europa.eu/udl?uri+AD0-TED:NOTICE:145+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,0,2020138534,0,N,Univerzita Karlova,216208,Ovocn+//3//Q- trh 560/5,Praha 1,116 36,CZ,N,,6,,Education,N,N,N,U,CZ010,N,,,,,N,30200000,,30200000,Y,1,,N,52050.65,52050.65,52050.65,N,Y,N,0.92,,,OPE,,,,,L,,,,N,04/02/20,,CS,,N
2020146,ted.europa.eu/udl?uri+AD0-TED:NOTICE:146+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,5,2020253462,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33771100,1,33771100,Y,7,,N,300396.9,300396.9,300396.9,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020146,ted.europa.eu/udl?uri+AD0-TED:NOTICE:146+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,5,2020250762,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33771100,1,33771100,Y,7,,N,300396.9,300396.9,300396.9,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020146,ted.europa.eu/udl?uri+AD0-TED:NOTICE:146+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,5,2020382189,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33771100,1,33771100,Y,7,,N,300396.9,300396.9,300396.9,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020146,ted.europa.eu/udl?uri+AD0-TED:NOTICE:146+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,5,2020466317,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33771100,1,33771100,Y,7,,N,300396.9,300396.9,300396.9,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020146,ted.europa.eu/udl?uri+AD0-TED:NOTICE:146+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,5,2020253462,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33771100,2,33141621,Y,7,,N,300396.9,300396.9,300396.9,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020146,ted.europa.eu/udl?uri+AD0-TED:NOTICE:146+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,5,2020250762,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33771100,2,33141621,Y,7,,N,300396.9,300396.9,300396.9,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020146,ted.europa.eu/udl?uri+AD0-TED:NOTICE:146+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,5,2020382189,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33771100,2,33141621,Y,7,,N,300396.9,300396.9,300396.9,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020146,ted.europa.eu/udl?uri+AD0-TED:NOTICE:146+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,5,2020466317,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33771100,2,33141621,Y,7,,N,300396.9,300396.9,300396.9,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020146,ted.europa.eu/udl?uri+AD0-TED:NOTICE:146+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,5,2020250762,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33771100,3,33141621,Y,7,,N,300396.9,300396.9,300396.9,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020146,ted.europa.eu/udl?uri+AD0-TED:NOTICE:146+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,5,2020253462,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33771100,3,33141621,Y,7,,N,300396.9,300396.9,300396.9,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020146,ted.europa.eu/udl?uri+AD0-TED:NOTICE:146+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,5,2020382189,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33771100,3,33141621,Y,7,,N,300396.9,300396.9,300396.9,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020146,ted.europa.eu/udl?uri+AD0-TED:NOTICE:146+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,5,2020466317,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33771100,3,33141621,Y,7,,N,300396.9,300396.9,300396.9,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020146,ted.europa.eu/udl?uri+AD0-TED:NOTICE:146+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,5,2020382189,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33771100,4,33700000,Y,7,,N,300396.9,300396.9,300396.9,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020146,ted.europa.eu/udl?uri+AD0-TED:NOTICE:146+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,5,2020466317,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33771100,4,33700000,Y,7,,N,300396.9,300396.9,300396.9,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020146,ted.europa.eu/udl?uri+AD0-TED:NOTICE:146+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,5,2020253462,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33771100,4,33700000,Y,7,,N,300396.9,300396.9,300396.9,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020146,ted.europa.eu/udl?uri+AD0-TED:NOTICE:146+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,5,2020250762,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33771100,4,33700000,Y,7,,N,300396.9,300396.9,300396.9,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020146,ted.europa.eu/udl?uri+AD0-TED:NOTICE:146+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,5,2020250762,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33771100,5,33700000,Y,7,,N,300396.9,300396.9,300396.9,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020146,ted.europa.eu/udl?uri+AD0-TED:NOTICE:146+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,5,2020253462,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33771100,5,33700000,Y,7,,N,300396.9,300396.9,300396.9,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020146,ted.europa.eu/udl?uri+AD0-TED:NOTICE:146+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,5,2020466317,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33771100,5,33700000,Y,7,,N,300396.9,300396.9,300396.9,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020146,ted.europa.eu/udl?uri+AD0-TED:NOTICE:146+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,5,2020382189,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33771100,5,33700000,Y,7,,N,300396.9,300396.9,300396.9,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020146,ted.europa.eu/udl?uri+AD0-TED:NOTICE:146+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,5,2020466317,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33771100,6,33700000,Y,7,,N,300396.9,300396.9,300396.9,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020146,ted.europa.eu/udl?uri+AD0-TED:NOTICE:146+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,5,2020382189,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33771100,6,33700000,Y,7,,N,300396.9,300396.9,300396.9,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020146,ted.europa.eu/udl?uri+AD0-TED:NOTICE:146+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,5,2020250762,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33771100,6,33700000,Y,7,,N,300396.9,300396.9,300396.9,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020146,ted.europa.eu/udl?uri+AD0-TED:NOTICE:146+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,5,2020253462,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33771100,6,33700000,Y,7,,N,300396.9,300396.9,300396.9,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020146,ted.europa.eu/udl?uri+AD0-TED:NOTICE:146+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,5,2020382189,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33771100,7,33700000,Y,7,,N,300396.9,300396.9,300396.9,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020146,ted.europa.eu/udl?uri+AD0-TED:NOTICE:146+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,5,2020466317,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33771100,7,33700000,Y,7,,N,300396.9,300396.9,300396.9,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020146,ted.europa.eu/udl?uri+AD0-TED:NOTICE:146+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,5,2020253462,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33771100,7,33700000,Y,7,,N,300396.9,300396.9,300396.9,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020146,ted.europa.eu/udl?uri+AD0-TED:NOTICE:146+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,5,2020250762,0,N,Krajsk+//3//Q- zdravotn+//3//QA7- a.s.,25488627,Soci+//3//Q-ln+//3//Q- p+//3//f/9//0-e 3316/12A,+//3//Q-st+//3//Q- nad Labem,401 13,CZ,N,,8,,Health,N,N,N,U,CZ042,Y,,Y,,,N,33771100,7,33700000,Y,7,,N,300396.9,300396.9,300396.9,N,N,N,24,,,OPE,,,,,L,,,,Y,03/02/20,,CS,,N
2020147,ted.europa.eu/udl?uri+AD0-TED:NOTICE:147+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,0,2020103793,0,N,Za+//3//f/9//0-zen+//3//Q- slu+//3//Q-eb pro Ministerstvo vnitra,67779999,P+//3//f/9//0-poto+//3//Q-n+//3//Q- 300/12,Praha 10,101 00,CZ,N,,N,,Economical anf Financial Affairs,N,N,N,U,CZ01,N,,,,,N,44800000,,44800000,Y,1,,N,164430.16,164430.16,164430.16,N,N,N,48,,,OPE,,,,,L,,,,N,04/02/20,,CS,,N
2020148,ted.europa.eu/udl?uri+AD0-TED:NOTICE:148+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,0,2020188445,0,N,+//3//Q-stav hematologie a krevn+//3//Q- transfuze,23736,U Nemocnice 2094/1,Praha 2,128 00,CZ,N,,N,,Health,N,N,N,U,CZ010,N,,,,,N,42500000,,,N,1,,N,349272.35,349272.35,349272.35,N,N,N,2.96,,,OPE,,,,,L,,,,N,31/01/20,,CS,,N
2020149,ted.europa.eu/udl?uri+AD0-TED:NOTICE:149+AC0-2020:TEXT:EN:HTML,2020,2,30/12/19,R209.S3,0,0,202089755,0,N,Landesstra+//3//Q-enbaubeh+//3//Q-rde Sachsen+AC0-Anhalt (LSBB)+ADs- Zentrale,,Hasselbachstra+//3//Q-e 6,Magdeburg,39104,DE,N,,3,,Other,N,N,N,U,DEE0,N,,,,,N,34144700,1,34144700,Y,2,,N,,,,N,N,N,,,25/06/20,OPE,,,,,L,,,,N,06/02/20,,DE,,N
